,,Unemployment Rate (percent),,,,,,,,,,
FIPS ,Name,2010,2011,2012,2013,2014,2015,2016,2017,2018,Median Household Income (2018),% of State Median HH Income
48457,"Tyler County, TX",11.8,12.0,10.7,10.3,8.0,7.0,7.3,7.3,6.6,"$44,041",72.6%
48459,"Upshur County, TX",8.8,8.0,6.7,6.4,5.1,5.2,6.4,5.2,4.2,"$48,554",80.1%
48461,"Upton County, TX",6.1,5.3,4.0,4.1,3.2,3.9,5.3,3.7,3.4,"$53,867",88.8%
48463,"Uvalde County, TX",8.9,8.9,7.9,7.0,5.7,5.0,5.3,4.7,4.3,"$39,725",65.5%
48465,"Val Verde County, TX",9.3,9.0,7.6,7.4,5.7,6.0,6.2,5.1,4.3,"$44,276",73.0%
48467,"Van Zandt County, TX",8.4,8.0,6.9,6.5,5.3,4.5,4.3,3.8,3.5,"$51,152",84.4%
48469,"Victoria County, TX",7.7,6.7,5.6,5.3,4.2,4.2,5.4,4.8,3.8,"$51,646",85.2%
48471,"Walker County, TX",7.7,7.9,6.9,6.6,5.4,5.0,5.2,4.6,4.2,"$43,681",72.0%
48473,"Waller County, TX",8.6,8.2,7.0,6.5,5.1,4.8,5.6,4.9,4.3,"$59,807",98.6%
48475,"Ward County, TX",8.5,6.5,4.8,4.7,3.6,4.3,5.7,4.0,2.6,"$53,621",88.4%
48477,"Washington County, TX",7.2,6.6,5.6,5.5,4.6,4.8,5.1,4.2,3.7,"$54,332",89.6%
48479,"Webb County, TX",8.2,7.4,6.5,6.1,5.1,4.7,4.9,4.2,3.8,"$44,919",74.1%
48481,"Wharton County, TX",8.7,8.3,6.8,6.0,4.7,4.4,5.0,4.5,3.7,"$48,040",79.2%
48483,"Wheeler County, TX",6.1,4.9,4.4,4.3,3.6,3.9,4.7,3.9,3.2,"$48,018",79.2%
48485,"Wichita County, TX",7.8,6.9,6.1,5.9,4.9,4.3,4.3,3.7,3.4,"$47,477",78.3%
48487,"Wilbarger County, TX",7.9,7.3,6.0,5.8,4.9,4.8,4.7,4.7,4.1,"$44,735",73.8%
48489,"Willacy County, TX",14.5,16.5,15.8,15.8,12.4,13.0,12.2,11.0,9.9,"$33,171",54.7%
48491,"Williamson County, TX",7.2,6.8,5.8,5.3,4.4,3.4,3.4,3.3,3.1,"$87,817",144.8%
48493,"Wilson County, TX",6.8,6.5,5.5,5.3,4.2,3.8,3.9,3.5,3.1,"$71,207",117.4%
48495,"Winkler County, TX",9.2,7.1,5.6,5.3,4.4,5.7,7.7,5.1,2.8,"$56,781",93.6%
48497,"Wise County, TX",8.7,7.6,6.5,6.0,4.9,4.6,4.7,4.0,3.4,"$66,387",109.5%
48499,"Wood County, TX",9.1,8.6,7.9,7.3,6.0,5.3,5.3,4.7,4.2,"$48,384",79.8%
48501,"Yoakum County, TX",7.0,5.2,4.0,3.9,3.0,3.8,4.8,3.5,2.8,"$61,560",101.5%
48503,"Young County, TX",7.7,7.2,5.7,5.2,4.1,4.3,4.4,3.8,3.2,"$49,301",81.3%
48505,"Zapata County, TX",10.4,8.1,6.3,6.2,5.2,7.6,10.8,7.4,5.6,"$33,160",54.7%
48507,"Zavala County, TX",13.9,14.1,13.5,14.5,12.1,11.2,13.9,11.2,9.5,"$30,076",49.6%
,,,,,,,,,,,,
,,,,,,,,,,,,
"Sources: Bureau of Labor Statistics, Local Area Unemployment Statistics (LAUS) data.

Census Bureau, Small Area Income and Poverty Estimates (SAIPE) Program



",,,,,,,,,,,,
