,,Unemployment Rate (percent),,,,,,,,,,
FIPS ,Name,2010,2011,2012,2013,2014,2015,2016,2017,2018,Median Household Income (2018),% of State Median HH Income
37103,"Jones County, NC",11.2,10.6,9.9,8.4,6.6,5.8,5.3,4.4,4.2,"$43,302",80.3%
37105,"Lee County, NC",12.8,12.3,11.4,10.1,8.2,7.2,5.9,5.1,4.3,"$48,984",90.8%
37107,"Lenoir County, NC",11.9,10.9,9.8,8.7,7.2,6.3,5.9,4.4,4.0,"$40,433",75.0%
37109,"Lincoln County, NC",12.7,11.2,9.6,8.3,6.2,5.4,4.7,4.0,3.4,"$62,963",116.8%
37111,"McDowell County, NC",13.3,12.4,10.8,9.0,6.4,5.5,4.8,4.0,3.4,"$43,972",81.5%
37113,"Macon County, NC",11.5,11.3,10.6,9.1,6.6,6.2,5.4,4.6,3.9,"$46,426",86.1%
37115,"Madison County, NC",10.4,10.3,9.8,8.2,6.2,5.7,4.9,4.2,3.6,"$44,693",82.9%
37117,"Martin County, NC",12.7,12.4,12.0,10.5,7.8,7.7,6.8,5.6,5.0,"$43,569",80.8%
37119,"Mecklenburg County, NC",10.7,9.9,8.7,7.5,6.0,5.4,4.7,4.3,3.7,"$64,509",119.6%
37121,"Mitchell County, NC",12.4,11.9,12.2,11.0,7.7,6.8,6.1,5.2,4.5,"$43,967",81.5%
37123,"Montgomery County, NC",12.3,11.8,10.6,8.3,6.4,5.7,5.2,4.5,4.0,"$47,757",88.6%
37125,"Moore County, NC",10.1,9.5,8.8,7.8,6.1,5.8,5.0,4.4,3.8,"$59,471",110.3%
37127,"Nash County, NC",12.6,12.5,11.5,10.3,8.0,7.3,6.6,6.0,5.1,"$50,122",93.0%
37129,"New Hanover County, NC",9.7,9.6,8.6,7.6,5.9,5.4,4.7,4.1,3.7,"$53,419",99.1%
37131,"Northampton County, NC",11.6,12.2,11.5,10.0,8.1,7.5,7.3,6.2,5.1,"$37,233",69.0%
37133,"Onslow County, NC",8.3,8.3,8.0,7.0,6.1,5.9,5.5,5.2,4.7,"$50,531",93.7%
37135,"Orange County, NC",6.6,6.5,6.1,5.3,4.6,4.6,4.2,3.7,3.3,"$71,920",133.4%
37137,"Pamlico County, NC",10.2,9.7,9.0,8.4,6.6,6.0,5.3,4.6,4.1,"$46,447",86.1%
37139,"Pasquotank County, NC",10.0,10.3,10.0,9.6,8.1,7.2,6.3,5.5,4.8,"$46,355",86.0%
37141,"Pender County, NC",11.4,11.3,10.4,9.0,7.1,6.1,5.3,4.6,4.1,"$54,900",101.8%
37143,"Perquimans County, NC",10.6,11.0,10.4,9.6,7.8,7.1,6.4,5.6,4.8,"$48,337",89.6%
37145,"Person County, NC",12.4,11.9,11.0,10.1,7.8,6.8,5.5,4.6,4.1,"$50,149",93.0%
37147,"Pitt County, NC",10.2,10.1,9.1,8.1,6.5,6.1,5.6,4.8,4.2,"$43,303",80.3%
37149,"Polk County, NC",10.2,9.3,8.5,6.6,5.4,5.1,4.6,4.1,3.7,"$50,467",93.6%
37151,"Randolph County, NC",12.0,10.9,9.9,8.6,6.6,5.7,4.9,4.3,3.7,"$48,372",89.7%
37153,"Richmond County, NC",14.9,14.6,13.4,11.8,9.0,7.9,6.9,6.0,5.5,"$38,514",71.4%
37155,"Robeson County, NC",13.7,14.2,13.2,11.9,9.5,8.5,7.9,6.5,5.9,"$35,407",65.7%
37157,"Rockingham County, NC",13.2,12.3,11.3,9.7,7.5,6.6,5.7,5.1,4.5,"$41,869",77.6%
37159,"Rowan County, NC",14.1,12.5,10.9,9.3,7.1,6.1,5.6,4.7,3.9,"$46,864",86.9%
37161,"Rutherford County, NC",16.7,14.6,13.2,11.2,8.6,7.8,6.7,6.0,5.1,"$42,831",79.4%
37163,"Sampson County, NC",9.7,9.8,9.3,8.1,6.5,5.9,5.5,4.7,4.0,"$42,807",79.4%
37165,"Scotland County, NC",17.6,18.0,17.2,15.1,12.0,10.6,9.1,7.6,7.4,"$36,730",68.1%
37167,"Stanly County, NC",13.2,11.8,9.9,8.2,6.1,5.3,4.6,4.1,3.6,"$51,491",95.5%
37169,"Stokes County, NC",11.4,10.4,9.3,7.9,6.1,5.4,4.8,4.2,3.6,"$50,826",94.3%
37171,"Surry County, NC",12.0,10.8,9.6,8.3,6.2,5.4,4.8,4.1,3.5,"$46,342",85.9%
37173,"Swain County, NC",14.7,15.6,14.7,12.4,9.0,7.7,6.1,5.0,4.3,"$43,121",80.0%
