state,county,county_st,date,cases_pred,transit_pred
Alabama,Baldwin County,"Baldwin County, Alabama",2020-03-23,1.373984771885972,-66.92330765949711
Alabama,Baldwin County,"Baldwin County, Alabama",2020-03-24,1.3877246196048316,-68.48483846175074
Alabama,Baldwin County,"Baldwin County, Alabama",2020-03-25,1.4016018658008798,-70.28564898187537
Alabama,Baldwin County,"Baldwin County, Alabama",2020-03-26,1.4156178844588887,-72.49033242817036
Alabama,Baldwin County,"Baldwin County, Alabama",2020-03-27,1.4297740633034777,-74.59029763709786
Alabama,Baldwin County,"Baldwin County, Alabama",2020-03-28,1.4440718039365126,-76.73186862024514
Alabama,Baldwin County,"Baldwin County, Alabama",2020-03-29,1.4585125219758777,-79.00536615748656
Alabama,Baldwin County,"Baldwin County, Alabama",2020-03-30,1.4730976471956365,-81.11655219774129
Alabama,Baldwin County,"Baldwin County, Alabama",2020-03-31,1.4878286236675926,-83.22178377531644
Alabama,Baldwin County,"Baldwin County, Alabama",2020-04-01,1.5027069099042687,-85.36984052690639
Alabama,Baldwin County,"Baldwin County, Alabama",2020-04-02,1.5177339790033113,-87.71700419884105
Alabama,Baldwin County,"Baldwin County, Alabama",2020-04-03,1.5329113187933445,-90.1139739045139
Alabama,Baldwin County,"Baldwin County, Alabama",2020-04-04,1.5482404319812781,-92.6090616428029
Alabama,Baldwin County,"Baldwin County, Alabama",2020-04-05,1.5637228363010907,-95.24867731033154
Alabama,Baldwin County,"Baldwin County, Alabama",2020-04-06,1.5793600646641017,-97.91366829377318
Alabama,Baldwin County,"Baldwin County, Alabama",2020-04-07,1.5951536653107428,-100.0
Alabama,Baldwin County,"Baldwin County, Alabama",2020-04-08,1.61110520196385,-100.0
Alabama,Baldwin County,"Baldwin County, Alabama",2020-04-09,1.627216253983489,-100.0
Alabama,Baldwin County,"Baldwin County, Alabama",2020-04-10,1.6434884165233237,-100.0
Alabama,Butler County,"Butler County, Alabama",2020-02-15,0.0,-34.0
Alabama,Butler County,"Butler County, Alabama",2020-02-16,0.0,-44.0
Alabama,Butler County,"Butler County, Alabama",2020-02-17,0.0,-47.0
Alabama,Butler County,"Butler County, Alabama",2020-02-18,0.0,-45.0
Alabama,Butler County,"Butler County, Alabama",2020-02-19,0.0,-48.0
Alabama,Butler County,"Butler County, Alabama",2020-02-20,0.0,-43.33333333333334
Alabama,Butler County,"Butler County, Alabama",2020-02-21,0.0,-38.66666666666666
Alabama,Butler County,"Butler County, Alabama",2020-02-22,0.0,-34.0
Alabama,Butler County,"Butler County, Alabama",2020-02-23,0.0,-44.0
Alabama,Butler County,"Butler County, Alabama",2020-02-24,0.0,-62.0
Alabama,Butler County,"Butler County, Alabama",2020-02-25,0.0,-64.0
Alabama,Butler County,"Butler County, Alabama",2020-02-26,0.0,-50.0
Alabama,Butler County,"Butler County, Alabama",2020-02-27,0.0,-49.5
Alabama,Butler County,"Butler County, Alabama",2020-02-28,0.0,-49.0
Alabama,Butler County,"Butler County, Alabama",2020-02-29,0.0,-47.0
Alabama,Butler County,"Butler County, Alabama",2020-03-01,0.0,-53.0
Alabama,Butler County,"Butler County, Alabama",2020-03-02,0.0,-55.949340509513824
Alabama,Butler County,"Butler County, Alabama",2020-03-03,0.0,-55.39213441917161
Alabama,Butler County,"Butler County, Alabama",2020-03-04,0.0,-55.80422069389881
Alabama,Butler County,"Butler County, Alabama",2020-03-05,0.0,-56.426071803582545
Alabama,Butler County,"Butler County, Alabama",2020-03-06,0.0,-57.638841816924305
Alabama,Butler County,"Butler County, Alabama",2020-03-07,0.0,-59.013670512042104
Alabama,Butler County,"Butler County, Alabama",2020-03-08,0.0,-59.71434762367507
Alabama,Butler County,"Butler County, Alabama",2020-03-09,0.0,-60.38466704441788
Alabama,Butler County,"Butler County, Alabama",2020-03-10,0.0,-61.32594514531742
Alabama,Butler County,"Butler County, Alabama",2020-03-11,0.0,-62.34634362375048
Alabama,Butler County,"Butler County, Alabama",2020-03-12,0.0,-63.37610990305849
Alabama,Butler County,"Butler County, Alabama",2020-03-13,0.0,-64.33939849032134
Alabama,Butler County,"Butler County, Alabama",2020-03-14,0.0,-65.27657353558955
Alabama,Butler County,"Butler County, Alabama",2020-03-15,0.0,-66.27704310249501
Alabama,Butler County,"Butler County, Alabama",2020-03-16,0.0,-67.32063734120777
Alabama,Butler County,"Butler County, Alabama",2020-03-17,0.0,-68.37010035139974
Alabama,Butler County,"Butler County, Alabama",2020-03-18,0.0,-69.4211892182952
Alabama,Butler County,"Butler County, Alabama",2020-03-19,0.0,-70.48218219739698
Alabama,Butler County,"Butler County, Alabama",2020-03-20,0.0,-71.5661734918886
Alabama,Butler County,"Butler County, Alabama",2020-03-21,0.0,-72.67388372305055
Alabama,Butler County,"Butler County, Alabama",2020-03-22,0.0,-73.79713427420535
Alabama,Butler County,"Butler County, Alabama",2020-03-23,0.0,-74.93404183493672
Alabama,Butler County,"Butler County, Alabama",2020-03-24,0.0,-76.08754286109993
Alabama,Butler County,"Butler County, Alabama",2020-03-25,1.719235182703513,-77.26005137522543
Alabama,Butler County,"Butler County, Alabama",2020-03-26,1.7364275345305482,-78.45193516082907
Alabama,Butler County,"Butler County, Alabama",2020-03-27,1.7537918098758536,-79.6620770117745
Alabama,Butler County,"Butler County, Alabama",2020-03-28,1.7713297279746125,-80.89009226205783
Alabama,Butler County,"Butler County, Alabama",2020-03-29,1.7890430252543583,-82.13680453341448
Alabama,Butler County,"Butler County, Alabama",2020-03-30,1.806933455506902,-83.40300903116378
Alabama,Butler County,"Butler County, Alabama",2020-03-31,1.8250027900619712,-84.68898300539966
Alabama,Butler County,"Butler County, Alabama",2020-04-01,1.8432528179625907,-85.99476970417044
Alabama,Butler County,"Butler County, Alabama",2020-04-02,1.8616853461422167,-87.32053937326006
Alabama,Butler County,"Butler County, Alabama",2020-04-03,1.8803021996036386,-88.6666893426602
Alabama,Butler County,"Butler County, Alabama",2020-04-04,1.899105221599675,-90.03364675102169
Alabama,Butler County,"Butler County, Alabama",2020-04-05,1.918096273815672,-91.4217314934576
Alabama,Butler County,"Butler County, Alabama",2020-04-06,1.9372772365538287,-92.8312139431047
Alabama,Butler County,"Butler County, Alabama",2020-04-07,1.956650008919367,-94.26239773229786
Alabama,Butler County,"Butler County, Alabama",2020-04-08,1.9762165090085608,-95.71563340190622
Alabama,Butler County,"Butler County, Alabama",2020-04-09,1.9959786740986463,-97.19128350333261
Alabama,Butler County,"Butler County, Alabama",2020-04-10,2.015938460839633,-98.68969503134417
Alabama,Chambers County,"Chambers County, Alabama",2020-02-15,0.0,-17.454545454545453
Alabama,Chambers County,"Chambers County, Alabama",2020-02-16,0.0,-18.363636363636363
Alabama,Chambers County,"Chambers County, Alabama",2020-02-17,0.0,-19.272727272727273
Alabama,Chambers County,"Chambers County, Alabama",2020-02-18,0.0,-20.18181818181818
Alabama,Chambers County,"Chambers County, Alabama",2020-02-19,0.0,-21.09090909090909
Alabama,Chambers County,"Chambers County, Alabama",2020-02-20,0.0,-22.0
Alabama,Chambers County,"Chambers County, Alabama",2020-02-21,0.0,-24.33333333333333
Alabama,Chambers County,"Chambers County, Alabama",2020-02-22,0.0,-26.66666666666667
Alabama,Chambers County,"Chambers County, Alabama",2020-02-23,0.0,-29.0
Alabama,Chambers County,"Chambers County, Alabama",2020-02-24,0.0,-28.75
Alabama,Chambers County,"Chambers County, Alabama",2020-02-25,0.0,-28.5
Alabama,Chambers County,"Chambers County, Alabama",2020-02-26,0.0,-28.25
Alabama,Chambers County,"Chambers County, Alabama",2020-02-27,0.0,-28.0
Alabama,Chambers County,"Chambers County, Alabama",2020-02-28,0.0,-35.0
Alabama,Chambers County,"Chambers County, Alabama",2020-02-29,0.0,-31.0
Alabama,Chambers County,"Chambers County, Alabama",2020-03-01,0.0,-40.0
Alabama,Chambers County,"Chambers County, Alabama",2020-03-02,0.0,-38.86648225403413
Alabama,Chambers County,"Chambers County, Alabama",2020-03-03,0.0,-43.40740189833645
Alabama,Chambers County,"Chambers County, Alabama",2020-03-04,0.0,-44.77097450197867
Alabama,Chambers County,"Chambers County, Alabama",2020-03-05,0.0,-47.21794521610648
Alabama,Chambers County,"Chambers County, Alabama",2020-03-06,0.0,-50.27505777293371
Alabama,Chambers County,"Chambers County, Alabama",2020-03-07,0.0,-52.38625875093608
Alabama,Chambers County,"Chambers County, Alabama",2020-03-08,0.0,-55.94401084083073
Alabama,Chambers County,"Chambers County, Alabama",2020-03-09,0.0,-58.61541378402149
Alabama,Chambers County,"Chambers County, Alabama",2020-03-10,0.0,-62.23841135272626
Alabama,Chambers County,"Chambers County, Alabama",2020-03-11,0.0,-65.59241074604337
Alabama,Chambers County,"Chambers County, Alabama",2020-03-12,0.0,-69.3328661881939
Alabama,Chambers County,"Chambers County, Alabama",2020-03-13,0.0,-73.26344529528325
Alabama,Chambers County,"Chambers County, Alabama",2020-03-14,0.0,-77.32821251741846
Alabama,Chambers County,"Chambers County, Alabama",2020-03-15,0.0,-81.74457957141435
Alabama,Chambers County,"Chambers County, Alabama",2020-03-16,0.0,-86.28984623656962
Alabama,Chambers County,"Chambers County, Alabama",2020-03-17,0.0,-91.18546092931034
Alabama,Chambers County,"Chambers County, Alabama",2020-03-18,0.0,-96.29517323667969
Alabama,Chambers County,"Chambers County, Alabama",2020-03-19,2.017345393774257,-100.0
Alabama,Chambers County,"Chambers County, Alabama",2020-03-20,2.1166680249789804,-100.0
Alabama,Chambers County,"Chambers County, Alabama",2020-03-21,2.2208807385165925,-100.0
Alabama,Chambers County,"Chambers County, Alabama",2020-03-22,2.3302242942716473,-100.0
Alabama,Chambers County,"Chambers County, Alabama",2020-03-23,2.4449513057781997,-100.0
Alabama,Chambers County,"Chambers County, Alabama",2020-03-24,2.5653268238261964,-100.0
Alabama,Chambers County,"Chambers County, Alabama",2020-03-25,2.691628948801324,-100.0
Alabama,Chambers County,"Chambers County, Alabama",2020-03-26,2.824149473173001,-100.0
Alabama,Chambers County,"Chambers County, Alabama",2020-03-27,2.9631945556148254,-100.0
Alabama,Chambers County,"Chambers County, Alabama",2020-03-28,3.1090854283148874,-100.0
Alabama,Chambers County,"Chambers County, Alabama",2020-03-29,3.2621591391100226,-100.0
Alabama,Chambers County,"Chambers County, Alabama",2020-03-30,3.422769330158547,-100.0
Alabama,Chambers County,"Chambers County, Alabama",2020-03-31,3.591287054950407,-100.0
Alabama,Chambers County,"Chambers County, Alabama",2020-04-01,3.7681016355422776,-100.0
Alabama,Chambers County,"Chambers County, Alabama",2020-04-02,3.953621561998045,-100.0
Alabama,Chambers County,"Chambers County, Alabama",2020-04-03,4.148275436112632,-100.0
Alabama,Chambers County,"Chambers County, Alabama",2020-04-04,4.352512961599422,-100.0
Alabama,Chambers County,"Chambers County, Alabama",2020-04-05,4.566805983028897,-100.0
Alabama,Chambers County,"Chambers County, Alabama",2020-04-06,4.7916495759187026,-100.0
Alabama,Chambers County,"Chambers County, Alabama",2020-04-07,5.02756319049357,-100.0
Alabama,Chambers County,"Chambers County, Alabama",2020-04-08,5.27509185175747,-100.0
Alabama,Chambers County,"Chambers County, Alabama",2020-04-09,5.534807418650513,-100.0
Alabama,Chambers County,"Chambers County, Alabama",2020-04-10,5.80730990519958,-100.0
Alabama,Chilton County,"Chilton County, Alabama",2020-02-15,0.0,-7.0
Alabama,Chilton County,"Chilton County, Alabama",2020-02-16,0.0,-21.0
Alabama,Chilton County,"Chilton County, Alabama",2020-02-17,0.0,-11.0
Alabama,Chilton County,"Chilton County, Alabama",2020-02-18,0.0,-27.0
Alabama,Chilton County,"Chilton County, Alabama",2020-02-19,0.0,-23.0
Alabama,Chilton County,"Chilton County, Alabama",2020-02-20,0.0,-20.0
Alabama,Chilton County,"Chilton County, Alabama",2020-02-21,0.0,-9.0
Alabama,Chilton County,"Chilton County, Alabama",2020-02-22,0.0,-18.0
Alabama,Chilton County,"Chilton County, Alabama",2020-02-23,0.0,-25.0
Alabama,Chilton County,"Chilton County, Alabama",2020-02-24,0.0,-29.0
Alabama,Chilton County,"Chilton County, Alabama",2020-02-25,0.0,-45.0
Alabama,Chilton County,"Chilton County, Alabama",2020-02-26,0.0,-24.0
Alabama,Chilton County,"Chilton County, Alabama",2020-02-27,0.0,-26.0
Alabama,Chilton County,"Chilton County, Alabama",2020-02-28,0.0,-29.0
Alabama,Chilton County,"Chilton County, Alabama",2020-02-29,0.0,-24.0
Alabama,Chilton County,"Chilton County, Alabama",2020-03-01,0.0,-34.0
Alabama,Chilton County,"Chilton County, Alabama",2020-03-02,0.0,-33.13593498242536
Alabama,Chilton County,"Chilton County, Alabama",2020-03-03,0.0,-36.03783396950553
Alabama,Chilton County,"Chilton County, Alabama",2020-03-04,0.0,-32.7948618313324
Alabama,Chilton County,"Chilton County, Alabama",2020-03-05,0.0,-31.180395181127963
Alabama,Chilton County,"Chilton County, Alabama",2020-03-06,0.0,-31.784690288692378
Alabama,Chilton County,"Chilton County, Alabama",2020-03-07,0.0,-30.85100971762367
Alabama,Chilton County,"Chilton County, Alabama",2020-03-08,0.0,-33.32668154023503
Alabama,Chilton County,"Chilton County, Alabama",2020-03-09,0.0,-34.38914383204242
Alabama,Chilton County,"Chilton County, Alabama",2020-03-10,0.0,-35.47042053369723
Alabama,Chilton County,"Chilton County, Alabama",2020-03-11,0.0,-35.31818718163797
Alabama,Chilton County,"Chilton County, Alabama",2020-03-12,0.0,-34.78915714708108
Alabama,Chilton County,"Chilton County, Alabama",2020-03-13,0.0,-34.86127444523666
Alabama,Chilton County,"Chilton County, Alabama",2020-03-14,0.0,-34.807160053756625
Alabama,Chilton County,"Chilton County, Alabama",2020-03-15,0.0,-35.58976759421735
Alabama,Chilton County,"Chilton County, Alabama",2020-03-16,0.0,-36.37902967575245
Alabama,Chilton County,"Chilton County, Alabama",2020-03-17,0.0,-37.07996788410237
Alabama,Chilton County,"Chilton County, Alabama",2020-03-18,0.0,-37.47070715392207
Alabama,Chilton County,"Chilton County, Alabama",2020-03-19,0.0,-37.58984508156765
Alabama,Chilton County,"Chilton County, Alabama",2020-03-20,0.0,-37.77485014654456
Alabama,Chilton County,"Chilton County, Alabama",2020-03-21,0.0,-37.979739632453
Alabama,Chilton County,"Chilton County, Alabama",2020-03-22,0.0,-38.41544981872008
Alabama,Chilton County,"Chilton County, Alabama",2020-03-23,0.0,-38.96054433911968
Alabama,Chilton County,"Chilton County, Alabama",2020-03-24,0.0,-39.50790113008979
Alabama,Chilton County,"Chilton County, Alabama",2020-03-25,4.695608381020143,-39.97730308481326
Alabama,Chilton County,"Chilton County, Alabama",2020-03-26,4.742564464830345,-40.335354686600006
Alabama,Chilton County,"Chilton County, Alabama",2020-03-27,4.789990109478649,-40.66625314908495
Alabama,Chilton County,"Chilton County, Alabama",2020-03-28,4.837890010573435,-41.00082323969265
Alabama,Chilton County,"Chilton County, Alabama",2020-03-29,4.88626891067917,-41.402182069681544
Alabama,Chilton County,"Chilton County, Alabama",2020-03-30,4.9351315997859615,-41.865504134284116
Alabama,Chilton County,"Chilton County, Alabama",2020-03-31,4.984482915783821,-42.35280156213069
Alabama,Chilton County,"Chilton County, Alabama",2020-04-01,5.034327744941659,-42.8290094873568
Alabama,Chilton County,"Chilton County, Alabama",2020-04-02,5.084671022391076,-43.26996412854628
Alabama,Chilton County,"Chilton County, Alabama",2020-04-03,5.135517732614986,-43.68949122160149
Alabama,Chilton County,"Chilton County, Alabama",2020-04-04,5.186872909941136,-44.10468222215525
Alabama,Chilton County,"Chilton County, Alabama",2020-04-05,5.238741639040547,-44.538928828972075
Alabama,Chilton County,"Chilton County, Alabama",2020-04-06,5.291129055430953,-45.00069592246274
Alabama,Chilton County,"Chilton County, Alabama",2020-04-07,5.344040345985262,-45.48152536395791
Alabama,Chilton County,"Chilton County, Alabama",2020-04-08,5.397480749445116,-45.96811403504975
Alabama,Chilton County,"Chilton County, Alabama",2020-04-09,5.451455556939567,-46.44834272387127
Alabama,Chilton County,"Chilton County, Alabama",2020-04-10,5.505970112508963,-46.92117266638301
Alabama,Cleburne County,"Cleburne County, Alabama",2020-02-15,0.0,-34.0
Alabama,Cleburne County,"Cleburne County, Alabama",2020-02-16,0.0,-20.0
Alabama,Cleburne County,"Cleburne County, Alabama",2020-02-17,0.0,-23.0
Alabama,Cleburne County,"Cleburne County, Alabama",2020-02-18,0.0,-36.0
Alabama,Cleburne County,"Cleburne County, Alabama",2020-02-19,0.0,-21.0
Alabama,Cleburne County,"Cleburne County, Alabama",2020-02-20,0.0,-18.0
Alabama,Cleburne County,"Cleburne County, Alabama",2020-02-21,0.0,-13.0
Alabama,Cleburne County,"Cleburne County, Alabama",2020-02-22,0.0,-32.0
Alabama,Cleburne County,"Cleburne County, Alabama",2020-02-23,0.0,-27.0
Alabama,Cleburne County,"Cleburne County, Alabama",2020-02-24,0.0,-37.0
Alabama,Cleburne County,"Cleburne County, Alabama",2020-02-25,0.0,-48.0
Alabama,Cleburne County,"Cleburne County, Alabama",2020-02-26,0.0,-23.0
Alabama,Cleburne County,"Cleburne County, Alabama",2020-02-27,0.0,-29.0
Alabama,Cleburne County,"Cleburne County, Alabama",2020-02-28,0.0,-20.0
Alabama,Cleburne County,"Cleburne County, Alabama",2020-02-29,0.0,-40.0
Alabama,Cleburne County,"Cleburne County, Alabama",2020-03-01,0.0,-34.0
Alabama,Cleburne County,"Cleburne County, Alabama",2020-03-02,0.0,-29.40397625601438
Alabama,Cleburne County,"Cleburne County, Alabama",2020-03-03,0.0,-40.901713263456905
Alabama,Cleburne County,"Cleburne County, Alabama",2020-03-04,0.0,-36.9087132522768
Alabama,Cleburne County,"Cleburne County, Alabama",2020-03-05,0.0,-40.070508006838956
Alabama,Cleburne County,"Cleburne County, Alabama",2020-03-06,0.0,-31.848242362421182
Alabama,Cleburne County,"Cleburne County, Alabama",2020-03-07,0.0,-39.32041932028797
Alabama,Cleburne County,"Cleburne County, Alabama",2020-03-08,0.0,-41.22911641438257
Alabama,Cleburne County,"Cleburne County, Alabama",2020-03-09,0.0,-36.586261210897675
Alabama,Cleburne County,"Cleburne County, Alabama",2020-03-10,0.0,-40.1034231357272
Alabama,Cleburne County,"Cleburne County, Alabama",2020-03-11,0.0,-40.274395950147266
Alabama,Cleburne County,"Cleburne County, Alabama",2020-03-12,0.0,-44.49712294137264
Alabama,Cleburne County,"Cleburne County, Alabama",2020-03-13,0.0,-40.660846427376455
Alabama,Cleburne County,"Cleburne County, Alabama",2020-03-14,0.0,-42.136259983665845
Alabama,Cleburne County,"Cleburne County, Alabama",2020-03-15,0.0,-45.509913058687445
Alabama,Cleburne County,"Cleburne County, Alabama",2020-03-16,0.0,-44.53094393852886
Alabama,Cleburne County,"Cleburne County, Alabama",2020-03-17,0.0,-45.36365414199009
Alabama,Cleburne County,"Cleburne County, Alabama",2020-03-18,0.0,-45.087077461488335
Alabama,Cleburne County,"Cleburne County, Alabama",2020-03-19,0.0,-48.482493404606714
Alabama,Cleburne County,"Cleburne County, Alabama",2020-03-20,0.0,-48.16829716891973
Alabama,Cleburne County,"Cleburne County, Alabama",2020-03-21,0.0,-47.9591746899135
Alabama,Cleburne County,"Cleburne County, Alabama",2020-03-22,0.0,-49.99417355643747
Alabama,Cleburne County,"Cleburne County, Alabama",2020-03-23,0.0,-50.90440502594318
Alabama,Cleburne County,"Cleburne County, Alabama",2020-03-24,0.0,-51.98768561703743
Alabama,Cleburne County,"Cleburne County, Alabama",2020-03-25,2.8020479075817812,-51.68731297054569
Alabama,Cleburne County,"Cleburne County, Alabama",2020-03-26,2.830068386657599,-53.63035150645736
Alabama,Cleburne County,"Cleburne County, Alabama",2020-03-27,2.858369070524175,-54.900471848488515
Alabama,Cleburne County,"Cleburne County, Alabama",2020-03-28,2.8869527612294172,-55.17440658696938
Alabama,Cleburne County,"Cleburne County, Alabama",2020-03-29,2.915822288841711,-56.241904641778234
Alabama,Cleburne County,"Cleburne County, Alabama",2020-03-30,2.9449805117301286,-57.3730228892478
Alabama,Cleburne County,"Cleburne County, Alabama",2020-03-31,2.9744303168474295,-58.90938233472995
Alabama,Cleburne County,"Cleburne County, Alabama",2020-04-01,3.004174620015904,-59.29679154205792
Alabama,Cleburne County,"Cleburne County, Alabama",2020-04-02,3.034216366216063,-60.40321211418278
Alabama,Cleburne County,"Cleburne County, Alabama",2020-04-03,3.0645585298782234,-61.895388556317954
Alabama,Cleburne County,"Cleburne County, Alabama",2020-04-04,3.0952041151770056,-62.89664550296435
Alabama,Cleburne County,"Cleburne County, Alabama",2020-04-05,3.1261561563287756,-63.89934364286937
Alabama,Cleburne County,"Cleburne County, Alabama",2020-04-06,3.1574177178920637,-64.91203887116865
Alabama,Cleburne County,"Cleburne County, Alabama",2020-04-07,3.188991895070984,-66.47647860579015
Alabama,Cleburne County,"Cleburne County, Alabama",2020-04-08,3.2208818140216944,-67.54262792218906
Alabama,Cleburne County,"Cleburne County, Alabama",2020-04-09,3.253090632161911,-68.5711027754808
Alabama,Cleburne County,"Cleburne County, Alabama",2020-04-10,3.2856215384835306,-69.93028200793019
Alabama,Conecuh County,"Conecuh County, Alabama",2020-02-15,0.0,-10.0
Alabama,Conecuh County,"Conecuh County, Alabama",2020-02-16,0.0,-30.0
Alabama,Conecuh County,"Conecuh County, Alabama",2020-02-17,0.0,-27.0
Alabama,Conecuh County,"Conecuh County, Alabama",2020-02-18,0.0,-33.0
Alabama,Conecuh County,"Conecuh County, Alabama",2020-02-19,0.0,-32.0
Alabama,Conecuh County,"Conecuh County, Alabama",2020-02-20,0.0,-23.0
Alabama,Conecuh County,"Conecuh County, Alabama",2020-02-21,0.0,-20.0
Alabama,Conecuh County,"Conecuh County, Alabama",2020-02-22,0.0,-28.0
Alabama,Conecuh County,"Conecuh County, Alabama",2020-02-23,0.0,-39.0
Alabama,Conecuh County,"Conecuh County, Alabama",2020-02-24,0.0,-41.0
Alabama,Conecuh County,"Conecuh County, Alabama",2020-02-25,0.0,-44.0
Alabama,Conecuh County,"Conecuh County, Alabama",2020-02-26,0.0,-37.0
Alabama,Conecuh County,"Conecuh County, Alabama",2020-02-27,0.0,-30.0
Alabama,Conecuh County,"Conecuh County, Alabama",2020-02-28,0.0,-36.0
Alabama,Conecuh County,"Conecuh County, Alabama",2020-02-29,0.0,-29.0
Alabama,Conecuh County,"Conecuh County, Alabama",2020-03-01,0.0,-42.0
Alabama,Conecuh County,"Conecuh County, Alabama",2020-03-02,0.0,-42.93659778335772
Alabama,Conecuh County,"Conecuh County, Alabama",2020-03-03,0.0,-39.71195277235207
Alabama,Conecuh County,"Conecuh County, Alabama",2020-03-04,0.0,-37.56081331131094
Alabama,Conecuh County,"Conecuh County, Alabama",2020-03-05,0.0,-39.68540165123956
Alabama,Conecuh County,"Conecuh County, Alabama",2020-03-06,0.0,-36.252013653106395
Alabama,Conecuh County,"Conecuh County, Alabama",2020-03-07,0.0,-38.46586068629088
Alabama,Conecuh County,"Conecuh County, Alabama",2020-03-08,0.0,-39.97583180562865
Alabama,Conecuh County,"Conecuh County, Alabama",2020-03-09,0.0,-39.30698377280936
Alabama,Conecuh County,"Conecuh County, Alabama",2020-03-10,0.0,-38.5862805067607
Alabama,Conecuh County,"Conecuh County, Alabama",2020-03-11,0.0,-39.672871979962515
Alabama,Conecuh County,"Conecuh County, Alabama",2020-03-12,0.0,-38.69152993985294
Alabama,Conecuh County,"Conecuh County, Alabama",2020-03-13,0.0,-38.77323188087351
Alabama,Conecuh County,"Conecuh County, Alabama",2020-03-14,0.0,-39.458550695413564
Alabama,Conecuh County,"Conecuh County, Alabama",2020-03-15,0.0,-39.438625852949826
Alabama,Conecuh County,"Conecuh County, Alabama",2020-03-16,0.0,-39.12817670584509
Alabama,Conecuh County,"Conecuh County, Alabama",2020-03-17,0.0,-39.5901180301795
Alabama,Conecuh County,"Conecuh County, Alabama",2020-03-18,0.0,-39.46186802418922
Alabama,Conecuh County,"Conecuh County, Alabama",2020-03-19,0.0,-39.3483253788726
Alabama,Conecuh County,"Conecuh County, Alabama",2020-03-20,0.0,-39.59607627744604
Alabama,Conecuh County,"Conecuh County, Alabama",2020-03-21,0.0,-39.70512552860468
Alabama,Conecuh County,"Conecuh County, Alabama",2020-03-22,0.0,-39.59937178832714
Alabama,Conecuh County,"Conecuh County, Alabama",2020-03-23,0.0,-39.773666201831944
Alabama,Conecuh County,"Conecuh County, Alabama",2020-03-24,0.0,-39.84155316459356
