state,county,county_st,date,cases_pred,transit_pred
Illinois,Winnebago County,"Winnebago County, Illinois",2020-03-26,3.154558346444619,-36.60042492459104
Illinois,Winnebago County,"Winnebago County, Illinois",2020-03-27,3.367352628355812,-37.68461591627863
Illinois,Winnebago County,"Winnebago County, Illinois",2020-03-28,3.594501187931622,-38.96942948261158
Illinois,Winnebago County,"Winnebago County, Illinois",2020-03-29,3.8369723091194476,-40.05352927256437
Illinois,Winnebago County,"Winnebago County, Illinois",2020-03-30,4.09579959254961,-40.74914412770903
Illinois,Winnebago County,"Winnebago County, Illinois",2020-03-31,4.372086361545674,-41.151788250528554
Illinois,Winnebago County,"Winnebago County, Illinois",2020-04-01,4.667010365347156,-41.52755248197898
Illinois,Winnebago County,"Winnebago County, Illinois",2020-04-02,4.981828799593409,-42.11296602105827
Illinois,Winnebago County,"Winnebago County, Illinois",2020-04-03,5.317883665469891,-42.97344009312331
Illinois,Winnebago County,"Winnebago County, Illinois",2020-04-04,5.676607490361679,-44.00020917554761
Illinois,Winnebago County,"Winnebago County, Illinois",2020-04-05,6.059529434400104,-45.014048926091576
Illinois,Winnebago County,"Winnebago County, Illinois",2020-04-06,6.46828180893335,-45.88919011573898
Illinois,Winnebago County,"Winnebago County, Illinois",2020-04-07,6.904607034707825,-46.62011448865797
Illinois,Winnebago County,"Winnebago County, Illinois",2020-04-08,7.370365069421488,-47.30080051256806
Illinois,Winnebago County,"Winnebago County, Illinois",2020-04-09,7.867541336311124,-48.04599783628166
Illinois,Winnebago County,"Winnebago County, Illinois",2020-04-10,8.398255187571426,-48.91628407698617
Indiana,Allen County,"Allen County, Indiana",2020-02-15,0.0,-24.0
Indiana,Allen County,"Allen County, Indiana",2020-02-16,0.0,-34.0
Indiana,Allen County,"Allen County, Indiana",2020-02-17,0.0,-25.0
Indiana,Allen County,"Allen County, Indiana",2020-02-18,0.0,-28.0
Indiana,Allen County,"Allen County, Indiana",2020-02-19,0.0,-32.0
Indiana,Allen County,"Allen County, Indiana",2020-02-20,0.0,-37.0
Indiana,Allen County,"Allen County, Indiana",2020-02-21,0.0,-38.0
Indiana,Allen County,"Allen County, Indiana",2020-02-22,0.0,-42.0
Indiana,Allen County,"Allen County, Indiana",2020-02-23,0.0,-44.0
Indiana,Allen County,"Allen County, Indiana",2020-02-24,0.0,-34.0
Indiana,Allen County,"Allen County, Indiana",2020-02-25,0.0,-34.0
Indiana,Allen County,"Allen County, Indiana",2020-02-26,0.0,-30.0
Indiana,Allen County,"Allen County, Indiana",2020-02-27,0.0,-34.0
Indiana,Allen County,"Allen County, Indiana",2020-02-28,0.0,-28.0
Indiana,Allen County,"Allen County, Indiana",2020-02-29,0.0,-40.0
Indiana,Allen County,"Allen County, Indiana",2020-03-01,0.0,-42.0
Indiana,Allen County,"Allen County, Indiana",2020-03-02,0.0,-32.0
Indiana,Allen County,"Allen County, Indiana",2020-03-03,0.0,-30.0
Indiana,Allen County,"Allen County, Indiana",2020-03-04,0.0,-28.0
Indiana,Allen County,"Allen County, Indiana",2020-03-05,0.0,-33.0
Indiana,Allen County,"Allen County, Indiana",2020-03-06,0.0,-37.0
Indiana,Allen County,"Allen County, Indiana",2020-03-07,0.0,-35.774318491309955
Indiana,Allen County,"Allen County, Indiana",2020-03-08,0.0,-35.80638066651457
Indiana,Allen County,"Allen County, Indiana",2020-03-09,0.0,-36.089554539149766
Indiana,Allen County,"Allen County, Indiana",2020-03-10,0.0,-36.8264950991464
Indiana,Allen County,"Allen County, Indiana",2020-03-11,0.0,-37.087086942367634
Indiana,Allen County,"Allen County, Indiana",2020-03-12,0.0,-37.12550124064088
Indiana,Allen County,"Allen County, Indiana",2020-03-13,0.0,-37.53505416845188
Indiana,Allen County,"Allen County, Indiana",2020-03-14,0.0,-37.91410533017422
Indiana,Allen County,"Allen County, Indiana",2020-03-15,0.0,-38.2733914604598
Indiana,Allen County,"Allen County, Indiana",2020-03-16,0.0,-38.57973001559448
Indiana,Allen County,"Allen County, Indiana",2020-03-17,0.0,-38.90943236718509
Indiana,Allen County,"Allen County, Indiana",2020-03-18,0.0,-39.27691507711113
Indiana,Allen County,"Allen County, Indiana",2020-03-19,0.0,-39.62533908861409
Indiana,Allen County,"Allen County, Indiana",2020-03-20,4.2101640240272475,-39.97425668774203
Indiana,Allen County,"Allen County, Indiana",2020-03-21,4.603666094264265,-40.32603049966847
Indiana,Allen County,"Allen County, Indiana",2020-03-22,5.03394675041792,-40.685927658226746
Indiana,Allen County,"Allen County, Indiana",2020-03-23,5.504443495069108,-41.04947188200855
Indiana,Allen County,"Allen County, Indiana",2020-03-24,6.018915116234232,-41.41285976938469
Indiana,Allen County,"Allen County, Indiana",2020-03-25,6.581471716238974,-41.78043014097464
Indiana,Allen County,"Allen County, Indiana",2020-03-26,7.19660754723425,-42.15168027315812
Indiana,Allen County,"Allen County, Indiana",2020-03-27,7.869236915676571,-42.5264823619856
Indiana,Allen County,"Allen County, Indiana",2020-03-28,8.604733442612895,-42.904285748241804
Indiana,Allen County,"Allen County, Indiana",2020-03-29,9.408972993419518,-43.28523722849826
Indiana,Allen County,"Allen County, Indiana",2020-03-30,10.288380619959726,-43.66982751405046
Indiana,Allen County,"Allen County, Indiana",2020-03-31,11.249981890180063,-44.05782671787795
Indiana,Allen County,"Allen County, Indiana",2020-04-01,12.301459015216217,-44.44924489825102
Indiana,Allen County,"Allen County, Indiana",2020-04-02,13.451212222406724,-44.84410449369507
Indiana,Allen County,"Allen County, Indiana",2020-04-03,14.708426864522119,-45.242484120295195
Indiana,Allen County,"Allen County, Indiana",2020-04-04,16.0831468013437,-45.644429828788915
Indiana,Allen County,"Allen County, Indiana",2020-04-05,17.586354639835662,-46.04993167813538
Indiana,Allen County,"Allen County, Indiana",2020-04-06,19.23005947394759,-46.45903248137155
Indiana,Allen County,"Allen County, Indiana",2020-04-07,21.027392824998614,-46.87176815939193
Indiana,Allen County,"Allen County, Indiana",2020-04-08,22.99271354910882,-47.28817386447844
Indiana,Allen County,"Allen County, Indiana",2020-04-09,25.141722549781072,-47.70827944033136
Indiana,Allen County,"Allen County, Indiana",2020-04-10,27.491588212069473,-48.13211472632756
Indiana,Bartholomew County,"Bartholomew County, Indiana",2020-02-15,0.0,13.0
Indiana,Bartholomew County,"Bartholomew County, Indiana",2020-02-16,0.0,-14.0
Indiana,Bartholomew County,"Bartholomew County, Indiana",2020-02-17,0.0,-7.0
Indiana,Bartholomew County,"Bartholomew County, Indiana",2020-02-18,0.0,-20.0
Indiana,Bartholomew County,"Bartholomew County, Indiana",2020-02-19,0.0,-18.0
Indiana,Bartholomew County,"Bartholomew County, Indiana",2020-02-20,0.0,-19.0
Indiana,Bartholomew County,"Bartholomew County, Indiana",2020-02-21,0.0,-22.0
Indiana,Bartholomew County,"Bartholomew County, Indiana",2020-02-22,0.0,-17.0
Indiana,Bartholomew County,"Bartholomew County, Indiana",2020-02-23,0.0,-28.0
Indiana,Bartholomew County,"Bartholomew County, Indiana",2020-02-24,0.0,-17.0
Indiana,Bartholomew County,"Bartholomew County, Indiana",2020-02-25,0.0,-17.0
Indiana,Bartholomew County,"Bartholomew County, Indiana",2020-02-26,0.0,-3.0
Indiana,Bartholomew County,"Bartholomew County, Indiana",2020-02-27,0.0,-7.0
Indiana,Bartholomew County,"Bartholomew County, Indiana",2020-02-28,0.0,-24.0
Indiana,Bartholomew County,"Bartholomew County, Indiana",2020-02-29,0.0,-21.0
Indiana,Bartholomew County,"Bartholomew County, Indiana",2020-03-01,0.0,-35.0
Indiana,Bartholomew County,"Bartholomew County, Indiana",2020-03-02,0.0,-10.0
Indiana,Bartholomew County,"Bartholomew County, Indiana",2020-03-03,0.0,-8.0
Indiana,Bartholomew County,"Bartholomew County, Indiana",2020-03-04,0.0,-11.0
Indiana,Bartholomew County,"Bartholomew County, Indiana",2020-03-05,0.0,-19.0
Indiana,Bartholomew County,"Bartholomew County, Indiana",2020-03-06,0.0,-22.0
Indiana,Bartholomew County,"Bartholomew County, Indiana",2020-03-07,0.0,-23.9322890233094
Indiana,Bartholomew County,"Bartholomew County, Indiana",2020-03-08,0.0,-20.507749605845007
Indiana,Bartholomew County,"Bartholomew County, Indiana",2020-03-09,0.0,-14.496991278636356
Indiana,Bartholomew County,"Bartholomew County, Indiana",2020-03-10,0.0,-11.786478854858403
Indiana,Bartholomew County,"Bartholomew County, Indiana",2020-03-11,0.0,-13.015957327501397
Indiana,Bartholomew County,"Bartholomew County, Indiana",2020-03-12,0.0,-16.309427060888346
Indiana,Bartholomew County,"Bartholomew County, Indiana",2020-03-13,0.0,-19.048949290033335
Indiana,Bartholomew County,"Bartholomew County, Indiana",2020-03-14,0.0,-19.53228764117531
Indiana,Bartholomew County,"Bartholomew County, Indiana",2020-03-15,0.0,-17.43280375020656
Indiana,Bartholomew County,"Bartholomew County, Indiana",2020-03-16,1.4409508471506673,-14.573051584574529
Indiana,Bartholomew County,"Bartholomew County, Indiana",2020-03-17,1.5370490909004615,-13.010214627364522
Indiana,Bartholomew County,"Bartholomew County, Indiana",2020-03-18,1.6395562086726112,-13.44097060017353
Indiana,Bartholomew County,"Bartholomew County, Indiana",2020-03-19,1.7488996137540993,-15.090456604424913
Indiana,Bartholomew County,"Bartholomew County, Indiana",2020-03-20,1.8655352239893797,-16.523979881174302
Indiana,Bartholomew County,"Bartholomew County, Indiana",2020-03-21,1.9899493627736802,-16.674925049643445
Indiana,Bartholomew County,"Bartholomew County, Indiana",2020-03-22,2.122660786825175,-15.52791702530305
Indiana,Bartholomew County,"Bartholomew County, Indiana",2020-03-23,2.264222849191017,-13.991496482921876
Indiana,Bartholomew County,"Bartholomew County, Indiana",2020-03-24,2.415225806506091,-13.085831453641534
Indiana,Bartholomew County,"Bartholomew County, Indiana",2020-03-25,2.5762992801248252,-13.214729860376963
Indiana,Bartholomew County,"Bartholomew County, Indiana",2020-03-26,2.748114881387987,-14.00410529070479
Indiana,Bartholomew County,"Bartholomew County, Indiana",2020-03-27,2.931389011970768,-14.691454651239457
Indiana,Bartholomew County,"Bartholomew County, Indiana",2020-03-28,3.1268858509884696,-14.712493170412193
Indiana,Bartholomew County,"Bartholomew County, Indiana",2020-03-29,3.3354205413148317,-14.060334217326979
Indiana,Bartholomew County,"Bartholomew County, Indiana",2020-03-30,3.55786258839864,-13.19693449812197
Indiana,Bartholomew County,"Bartholomew County, Indiana",2020-03-31,3.795139485750335,-12.651903990670156
Indiana,Bartholomew County,"Bartholomew County, Indiana",2020-04-01,4.048240582215404,-12.645437748850265
Indiana,Bartholomew County,"Bartholomew County, Indiana",2020-04-02,4.318221207159557,-12.989903521172465
Indiana,Bartholomew County,"Bartholomew County, Indiana",2020-04-03,4.606207070766021,-13.288431764712147
Indiana,Bartholomew County,"Bartholomew County, Indiana",2020-04-04,4.913398957792418,-13.244291174375206
Indiana,Bartholomew County,"Bartholomew County, Indiana",2020-04-05,5.2410777343583135,-12.849092577063654
Indiana,Bartholomew County,"Bartholomew County, Indiana",2020-04-06,5.590609688639694,-12.33946735694974
Indiana,Bartholomew County,"Bartholomew County, Indiana",2020-04-07,5.9634522277389355,-11.991738432553811
Indiana,Bartholomew County,"Bartholomew County, Indiana",2020-04-08,6.361159954483891,-11.924388650864822
Indiana,Bartholomew County,"Bartholomew County, Indiana",2020-04-09,6.785391149493908,-12.043167387836188
Indiana,Bartholomew County,"Bartholomew County, Indiana",2020-04-10,7.237914685540367,-12.142347486369506
Indiana,Boone County,"Boone County, Indiana",2020-02-15,0.0,3.0
Indiana,Boone County,"Boone County, Indiana",2020-02-16,0.0,-11.0
Indiana,Boone County,"Boone County, Indiana",2020-02-17,0.0,-2.0
Indiana,Boone County,"Boone County, Indiana",2020-02-18,0.0,-9.0
Indiana,Boone County,"Boone County, Indiana",2020-02-19,0.0,-9.0
Indiana,Boone County,"Boone County, Indiana",2020-02-20,0.0,-15.0
Indiana,Boone County,"Boone County, Indiana",2020-02-21,0.0,-22.0
Indiana,Boone County,"Boone County, Indiana",2020-02-22,0.0,-19.0
Indiana,Boone County,"Boone County, Indiana",2020-02-23,0.0,-19.0
Indiana,Boone County,"Boone County, Indiana",2020-02-24,0.0,-10.0
Indiana,Boone County,"Boone County, Indiana",2020-02-25,0.0,-13.0
Indiana,Boone County,"Boone County, Indiana",2020-02-26,0.0,-13.0
Indiana,Boone County,"Boone County, Indiana",2020-02-27,0.0,-21.0
Indiana,Boone County,"Boone County, Indiana",2020-02-28,0.0,-17.0
Indiana,Boone County,"Boone County, Indiana",2020-02-29,0.0,-28.0
Indiana,Boone County,"Boone County, Indiana",2020-03-01,0.0,-25.0
Indiana,Boone County,"Boone County, Indiana",2020-03-02,0.0,-14.0
Indiana,Boone County,"Boone County, Indiana",2020-03-03,0.0,-10.0
Indiana,Boone County,"Boone County, Indiana",2020-03-04,0.0,-10.0
Indiana,Boone County,"Boone County, Indiana",2020-03-05,0.0,-17.0
Indiana,Boone County,"Boone County, Indiana",2020-03-06,0.0,-26.0
Indiana,Boone County,"Boone County, Indiana",2020-03-07,0.0,-26.914137583179574
Indiana,Boone County,"Boone County, Indiana",2020-03-08,0.0,-25.930061183288768
Indiana,Boone County,"Boone County, Indiana",2020-03-09,0.0,-20.68073418337498
Indiana,Boone County,"Boone County, Indiana",2020-03-10,0.9003442103104077,-17.356390288238384
Indiana,Boone County,"Boone County, Indiana",2020-03-11,0.9606633300555989,-16.570362292767854
Indiana,Boone County,"Boone County, Indiana",2020-03-12,1.0250235667038246,-18.68296201085923
Indiana,Boone County,"Boone County, Indiana",2020-03-13,1.093695657392712,-22.559760217770197
Indiana,Boone County,"Boone County, Indiana",2020-03-14,1.1669684774626294,-24.70032912579383
Indiana,Boone County,"Boone County, Indiana",2020-03-15,1.2451502556368497,-25.264617038781818
Indiana,Boone County,"Boone County, Indiana",2020-03-16,1.32856987061346,-23.662453596313995
Indiana,Boone County,"Boone County, Indiana",2020-03-17,1.417578234523256,-21.875953222921474
Indiana,Boone County,"Boone County, Indiana",2020-03-18,1.512549769073253,-20.97491148260113
Indiana,Boone County,"Boone County, Indiana",2020-03-19,1.6138839805853546,-21.453825911600294
Indiana,Boone County,"Boone County, Indiana",2020-03-20,1.722007140555708,-23.071582122192506
Indiana,Boone County,"Boone County, Indiana",2020-03-21,1.8373740788041844,-24.575852873528817
Indiana,Boone County,"Boone County, Indiana",2020-03-22,1.960470096757018,-25.445655958653575
Indiana,Boone County,"Boone County, Indiana",2020-03-23,2.091813008911008,-25.30095901014502
Indiana,Boone County,"Boone County, Indiana",2020-03-24,2.231955321066878,-24.676119929414856
Indiana,Boone County,"Boone County, Indiana",2020-03-25,2.38148655449474,-24.17946607766673
Indiana,Boone County,"Boone County, Indiana",2020-03-26,2.54103572580846,-24.232530560644435
Indiana,Boone County,"Boone County, Indiana",2020-03-27,2.7112739929807517,-24.90453012512127
Indiana,Boone County,"Boone County, Indiana",2020-03-28,2.892917478629696,-25.79286657494699
Indiana,Boone County,"Boone County, Indiana",2020-03-29,3.086730282453092,-26.536518811080292
Indiana,Boone County,"Boone County, Indiana",2020-03-30,3.29352769548272,-26.864121728247152
Indiana,Boone County,"Boone County, Indiana",2020-03-31,3.5141796296795684,-26.852979309241334
Indiana,Boone County,"Boone County, Indiana",2020-04-01,3.74961427729692,-26.752680466335914
Indiana,Boone County,"Boone County, Indiana",2020-04-02,4.000822015404743,-26.815385836605365
Indiana,Boone County,"Boone County, Indiana",2020-04-03,4.26885957200012,-27.16354947163375
Indiana,Boone County,"Boone County, Indiana",2020-04-04,4.5548544712288335,-27.70588592989736
Indiana,Boone County,"Boone County, Indiana",2020-04-05,4.860009776417333,-28.27409077698293
Indiana,Boone County,"Boone County, Indiana",2020-04-06,5.185609150867076,-28.70567127305827
Indiana,Boone County,"Boone County, Indiana",2020-04-07,5.533022257699929,-28.962319054901254
Indiana,Boone County,"Boone County, Indiana",2020-04-08,5.9037105214695655,-29.1178964358848
Indiana,Boone County,"Boone County, Indiana",2020-04-09,6.299233275775604,-29.29257883975007
Indiana,Boone County,"Boone County, Indiana",2020-04-10,6.721254322740967,-29.577490224730248
Indiana,Clay County,"Clay County, Indiana",2020-02-15,0.0,4.0
Indiana,Clay County,"Clay County, Indiana",2020-02-16,0.0,-15.0
Indiana,Clay County,"Clay County, Indiana",2020-02-17,0.0,-3.0
Indiana,Clay County,"Clay County, Indiana",2020-02-18,0.0,-3.0
Indiana,Clay County,"Clay County, Indiana",2020-02-19,0.0,-10.0
Indiana,Clay County,"Clay County, Indiana",2020-02-20,0.0,-4.0
Indiana,Clay County,"Clay County, Indiana",2020-02-21,0.0,-10.0
Indiana,Clay County,"Clay County, Indiana",2020-02-22,0.0,-23.0
Indiana,Clay County,"Clay County, Indiana",2020-02-23,0.0,-21.0
Indiana,Clay County,"Clay County, Indiana",2020-02-24,0.0,-4.0
Indiana,Clay County,"Clay County, Indiana",2020-02-25,0.0,-9.0
Indiana,Clay County,"Clay County, Indiana",2020-02-26,0.0,-11.0
Indiana,Clay County,"Clay County, Indiana",2020-02-27,0.0,-13.0
Indiana,Clay County,"Clay County, Indiana",2020-02-28,0.0,-6.0
Indiana,Clay County,"Clay County, Indiana",2020-02-29,0.0,-24.0
Indiana,Clay County,"Clay County, Indiana",2020-03-01,0.0,-25.0
Indiana,Clay County,"Clay County, Indiana",2020-03-02,0.0,-12.0
Indiana,Clay County,"Clay County, Indiana",2020-03-03,0.0,-15.0
Indiana,Clay County,"Clay County, Indiana",2020-03-04,0.0,-14.0
Indiana,Clay County,"Clay County, Indiana",2020-03-05,0.0,-13.0
Indiana,Clay County,"Clay County, Indiana",2020-03-06,0.0,-25.0
Indiana,Clay County,"Clay County, Indiana",2020-03-07,0.0,-21.728452915256337
Indiana,Clay County,"Clay County, Indiana",2020-03-08,0.0,-18.863404217396692
Indiana,Clay County,"Clay County, Indiana",2020-03-09,0.0,-18.742980963051462
Indiana,Clay County,"Clay County, Indiana",2020-03-10,0.0,-15.911890188125714
Indiana,Clay County,"Clay County, Indiana",2020-03-11,0.0,-17.182921904740127
Indiana,Clay County,"Clay County, Indiana",2020-03-12,0.0,-17.38925818820045
Indiana,Clay County,"Clay County, Indiana",2020-03-13,0.0,-18.450041661241357
Indiana,Clay County,"Clay County, Indiana",2020-03-14,0.0,-19.45828341019149
Indiana,Clay County,"Clay County, Indiana",2020-03-15,0.0,-18.16449027113908
Indiana,Clay County,"Clay County, Indiana",2020-03-16,0.0,-17.969522020433278
Indiana,Clay County,"Clay County, Indiana",2020-03-17,0.0,-17.567552375675092
Indiana,Clay County,"Clay County, Indiana",2020-03-18,0.0,-17.27891391825029
Indiana,Clay County,"Clay County, Indiana",2020-03-19,0.0,-17.692447957003814
Indiana,Clay County,"Clay County, Indiana",2020-03-20,0.0,-17.737561993792866
Indiana,Clay County,"Clay County, Indiana",2020-03-21,0.0,-17.91193585018701
Indiana,Clay County,"Clay County, Indiana",2020-03-22,0.0,-17.808084558126673
Indiana,Clay County,"Clay County, Indiana",2020-03-23,0.0,-17.5246069447957
Indiana,Clay County,"Clay County, Indiana",2020-03-24,0.0,-17.463087438107713
Indiana,Clay County,"Clay County, Indiana",2020-03-25,0.0,-17.334684011284164
Indiana,Clay County,"Clay County, Indiana",2020-03-26,0.0,-17.3387482052919
Indiana,Clay County,"Clay County, Indiana",2020-03-27,0.0,-17.382291018194167
Indiana,Clay County,"Clay County, Indiana",2020-03-28,0.0,-17.342107366823143
Indiana,Clay County,"Clay County, Indiana",2020-03-29,1.3726046441809892,-17.310847382366518
Indiana,Clay County,"Clay County, Indiana",2020-03-30,1.5214776563807582,-17.214637319674004
Indiana,Clay County,"Clay County, Indiana",2020-03-31,1.6864974693766563,-17.132349202140695
Indiana,Clay County,"Clay County, Indiana",2020-04-01,1.8694153688590687,-17.082808856501433
Indiana,Clay County,"Clay County, Indiana",2020-04-02,2.072172585363062,-17.030879938639174
Indiana,Clay County,"Clay County, Indiana",2020-04-03,2.296920895729485,-17.00592671873929
Indiana,Clay County,"Clay County, Indiana",2020-04-04,2.5460454590052235,-16.967519206145173
Indiana,Clay County,"Clay County, Indiana",2020-04-05,2.8221901291304046,-16.916463587169762
Indiana,Clay County,"Clay County, Indiana",2020-04-06,3.1282855130454092,-16.863898134248657
Indiana,Clay County,"Clay County, Indiana",2020-04-07,3.467580071986564,-16.80333357792056
Indiana,Clay County,"Clay County, Indiana",2020-04-08,3.843674596035444,-16.75231118357956
Indiana,Clay County,"Clay County, Indiana",2020-04-09,4.26056041778564,-16.705307172834637
Indiana,Clay County,"Clay County, Indiana",2020-04-10,4.722661770672524,-16.659685054966914
Indiana,Crawford County,"Crawford County, Indiana",2020-02-15,0.0,-14.0
Indiana,Crawford County,"Crawford County, Indiana",2020-02-16,0.0,-35.0
Indiana,Crawford County,"Crawford County, Indiana",2020-02-17,0.0,-32.0
Indiana,Crawford County,"Crawford County, Indiana",2020-02-18,0.0,-17.0
Indiana,Crawford County,"Crawford County, Indiana",2020-02-19,0.0,-7.0
Indiana,Crawford County,"Crawford County, Indiana",2020-02-20,0.0,-24.0
Indiana,Crawford County,"Crawford County, Indiana",2020-02-21,0.0,-15.0
Indiana,Crawford County,"Crawford County, Indiana",2020-02-22,0.0,-28.0
Indiana,Crawford County,"Crawford County, Indiana",2020-02-23,0.0,-38.0
Indiana,Crawford County,"Crawford County, Indiana",2020-02-24,0.0,-26.0
Indiana,Crawford County,"Crawford County, Indiana",2020-02-25,0.0,-32.0
Indiana,Crawford County,"Crawford County, Indiana",2020-02-26,0.0,-26.0
Indiana,Crawford County,"Crawford County, Indiana",2020-02-27,0.0,-32.0
Indiana,Crawford County,"Crawford County, Indiana",2020-02-28,0.0,-30.0
Indiana,Crawford County,"Crawford County, Indiana",2020-02-29,0.0,-20.0
Indiana,Crawford County,"Crawford County, Indiana",2020-03-01,0.0,-35.0
Indiana,Crawford County,"Crawford County, Indiana",2020-03-02,0.0,-25.0
Indiana,Crawford County,"Crawford County, Indiana",2020-03-03,0.0,-25.0
Indiana,Crawford County,"Crawford County, Indiana",2020-03-04,0.0,-17.0
Indiana,Crawford County,"Crawford County, Indiana",2020-03-05,0.0,-26.0
Indiana,Crawford County,"Crawford County, Indiana",2020-03-06,0.0,-46.0
Indiana,Crawford County,"Crawford County, Indiana",2020-03-07,0.0,-35.57141029229889
Indiana,Crawford County,"Crawford County, Indiana",2020-03-08,0.0,-35.81268536750339
Indiana,Crawford County,"Crawford County, Indiana",2020-03-09,0.0,-32.939896453717196
Indiana,Crawford County,"Crawford County, Indiana",2020-03-10,0.0,-31.239431583969754
Indiana,Crawford County,"Crawford County, Indiana",2020-03-11,0.0,-34.19212866170939
Indiana,Crawford County,"Crawford County, Indiana",2020-03-12,0.0,-33.12742065868592
Indiana,Crawford County,"Crawford County, Indiana",2020-03-13,0.0,-39.673840494175494
Indiana,Crawford County,"Crawford County, Indiana",2020-03-14,0.0,-40.148015078933526
Indiana,Crawford County,"Crawford County, Indiana",2020-03-15,0.0,-39.42360168691843
Indiana,Crawford County,"Crawford County, Indiana",2020-03-16,0.0,-40.169890641384946
Indiana,Crawford County,"Crawford County, Indiana",2020-03-17,0.0,-38.8835983657397
Indiana,Crawford County,"Crawford County, Indiana",2020-03-18,0.0,-40.91865905688091
Indiana,Crawford County,"Crawford County, Indiana",2020-03-19,0.0,-41.52102201429407
Indiana,Crawford County,"Crawford County, Indiana",2020-03-20,0.0,-43.232758010194594
Indiana,Crawford County,"Crawford County, Indiana",2020-03-21,0.0,-45.08140160012761
Indiana,Crawford County,"Crawford County, Indiana",2020-03-22,0.0,-45.25690804488846
Indiana,Crawford County,"Crawford County, Indiana",2020-03-23,0.0,-46.39913058251325
Indiana,Crawford County,"Crawford County, Indiana",2020-03-24,0.0,-46.71925915512337
Indiana,Crawford County,"Crawford County, Indiana",2020-03-25,0.0,-47.74695135831025
Indiana,Crawford County,"Crawford County, Indiana",2020-03-26,0.0,-49.04386435061272
Indiana,Crawford County,"Crawford County, Indiana",2020-03-27,0.0,-50.060514128440204
Indiana,Crawford County,"Crawford County, Indiana",2020-03-28,1.3726758018602456,-51.588253800527795
Indiana,Crawford County,"Crawford County, Indiana",2020-03-29,1.4897642994866362,-52.53809827291101
Indiana,Crawford County,"Crawford County, Indiana",2020-03-30,1.6168403821333397,-53.640808993810246
Indiana,Crawford County,"Crawford County, Indiana",2020-03-31,1.7547559853581618,-54.72624589575861
Indiana,Crawford County,"Crawford County, Indiana",2020-04-01,1.904435714357582,-55.76171436866156
Indiana,Crawford County,"Crawford County, Indiana",2020-04-02,2.0668830426473206,-57.1171572239389
Indiana,Crawford County,"Crawford County, Indiana",2020-04-03,2.2431870394869744,-58.33357448891873
Indiana,Crawford County,"Crawford County, Indiana",2020-04-04,2.4345296711503117,-59.70558776993902
Indiana,Crawford County,"Crawford County, Indiana",2020-04-05,2.64219372498994,-61.03031355671317
Indiana,Crawford County,"Crawford County, Indiana",2020-04-06,2.8675714094203717,-62.29768654930588
Indiana,Crawford County,"Crawford County, Indiana",2020-04-07,3.1121736874749586,-63.66677613648197
Indiana,Crawford County,"Crawford County, Indiana",2020-04-08,3.3776404065101406,-64.98616540471401
Indiana,Crawford County,"Crawford County, Indiana",2020-04-09,3.66575129196795,-66.42635243890058
Indiana,Crawford County,"Crawford County, Indiana",2020-04-10,3.978437878900461,-67.88856289875658
Indiana,Decatur County,"Decatur County, Indiana",2020-02-15,0.0,-12.0
Indiana,Decatur County,"Decatur County, Indiana",2020-02-16,0.0,-20.0
Indiana,Decatur County,"Decatur County, Indiana",2020-02-17,0.0,-6.0
Indiana,Decatur County,"Decatur County, Indiana",2020-02-18,0.0,-15.0
Indiana,Decatur County,"Decatur County, Indiana",2020-02-19,0.0,-13.0
Indiana,Decatur County,"Decatur County, Indiana",2020-02-20,0.0,-11.0
Indiana,Decatur County,"Decatur County, Indiana",2020-02-21,0.0,-22.0
Indiana,Decatur County,"Decatur County, Indiana",2020-02-22,0.0,-26.0
Indiana,Decatur County,"Decatur County, Indiana",2020-02-23,0.0,-35.0
Indiana,Decatur County,"Decatur County, Indiana",2020-02-24,0.0,-17.0
Indiana,Decatur County,"Decatur County, Indiana",2020-02-25,0.0,-14.0
Indiana,Decatur County,"Decatur County, Indiana",2020-02-26,0.0,-19.0
Indiana,Decatur County,"Decatur County, Indiana",2020-02-27,0.0,-22.0
Indiana,Decatur County,"Decatur County, Indiana",2020-02-28,0.0,-34.0
Indiana,Decatur County,"Decatur County, Indiana",2020-02-29,0.0,-36.0
Indiana,Decatur County,"Decatur County, Indiana",2020-03-01,0.0,-45.0
Indiana,Decatur County,"Decatur County, Indiana",2020-03-02,0.0,-24.0
Indiana,Decatur County,"Decatur County, Indiana",2020-03-03,0.0,-26.0
Indiana,Decatur County,"Decatur County, Indiana",2020-03-04,0.0,-26.0
Indiana,Decatur County,"Decatur County, Indiana",2020-03-05,0.0,-29.0
Indiana,Decatur County,"Decatur County, Indiana",2020-03-06,0.0,-34.0
Indiana,Decatur County,"Decatur County, Indiana",2020-03-07,0.0,-30.831756292479177
Indiana,Decatur County,"Decatur County, Indiana",2020-03-08,0.0,-36.03150857575436
Indiana,Decatur County,"Decatur County, Indiana",2020-03-09,0.0,-33.694383598673
Indiana,Decatur County,"Decatur County, Indiana",2020-03-10,0.0,-34.313504498760025
Indiana,Decatur County,"Decatur County, Indiana",2020-03-11,0.0,-34.727923045677784
Indiana,Decatur County,"Decatur County, Indiana",2020-03-12,0.0,-34.39073619392299
Indiana,Decatur County,"Decatur County, Indiana",2020-03-13,0.0,-37.40412499735847
Indiana,Decatur County,"Decatur County, Indiana",2020-03-14,0.0,-36.892937149348036
Indiana,Decatur County,"Decatur County, Indiana",2020-03-15,0.0,-38.70683572026
